ID	Hierarchy
4474	Automation Control > Input/Output (I/O) Modules > Integrated Condition Monitoring > Dynamix 1444 Integrated
5665	Automation Control > ISaGRAF
13	Automation Control > Networks Security & Infrastructure
5160	Automation Control > Networks Security & Infrastructure > CIP Safety
5157	Automation Control > Networks Security & Infrastructure > CIP Security
5158	Automation Control > Networks Security & Infrastructure > CIP Security > FactoryTalk Policy Manager
5159	Automation Control > Networks Security & Infrastructure > CIP Security > FactoryTalk System Services
84	Automation Control > Networks Security & Infrastructure > ControlNet Network
88	Automation Control > Networks Security & Infrastructure > DeviceNet Network
2987	Automation Control > Networks Security & Infrastructure > DeviceNet Network > DeviceLogix-Enabled Products
2986	Automation Control > Networks Security & Infrastructure > DeviceNet Network > DeviceNet Connected Products
634	Automation Control > Networks Security & Infrastructure > DF1 - Serial/USB
89	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix)
4358	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > ArmorStratix 5700 Managed Switch
2996	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Embedded Switch Technology
2982	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Ethernet/IP Connected Products
3004	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Network Address Translation (NAT) Device
3002	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 2000 Unmanaged Switch
6478	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 2100
4816	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 2500 Lightly Managed Switches
6476	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 4000 ETAP
6477	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 4100 ETAP
5792	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 4300
4357	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5100 WAP/Workgroup Bridge
6210	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5200 Managed Switch
4430	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5400 Industrial Ethernet Switch
4431	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5410 Ind Distribution Switch
3000	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5700 Managed Switch
5788	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5800 Switch
3001	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5900 Services Router
4794	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 5950 Security Appliance
2999	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 6000 Fixed Managed Switch
2998	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 8000 Modular Managed Switch
2997	Automation Control > Networks Security & Infrastructure > Ethernet/IP Network (Stratix) > Stratix 8300 L3 Modular Managed Switch
2981	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices
2994	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices > 1788 4-Way Fieldbus Junction Box
2995	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices > 1788 6-Way Fieldbus Junction Box
2991	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices > 1788 ControlNet to Profibus-PA
2990	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices > 1788 ControlNet-FOUNDATION Fieldbus H1
4635	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices > 1788 EtherNet/IP to DeviceNet
2993	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices > 1788 Ethernet/IP to Profibus-PA
2992	Automation Control > Networks Security & Infrastructure > Gateway & Linking Devices > 1788 Ethernet/IP-FOUNDATION Fieldbus H1
1419	Automation Control > Networks Security & Infrastructure > Legacy Networks
2978	Automation Control > Networks Security & Infrastructure > Process Instrumentation Networks
90	Automation Control > Networks Security & Infrastructure > Process Instrumentation Networks > Foundation Fieldbus
633	Automation Control > Networks Security & Infrastructure > Process Instrumentation Networks > HART
5575	Automation Control > Networks Security & Infrastructure > RSLinx Classic Lite
5576	Automation Control > Networks Security & Infrastructure > Unsupported
5112	Automation Control > Networks Security & Infrastructure > Unsupported > IO-Link
5113	Automation Control > Networks Security & Infrastructure > Unsupported > IO-Link > IO-Link Connected Products
969	Automation Control > Networks Security & Infrastructure > Unsupported > Modbus
2980	Automation Control > Networks Security & Infrastructure > Unsupported > Other Industrial Networks
87	Automation Control > Networks Security & Infrastructure > Unsupported > Other Industrial Networks > DH+ (including USB)
604	Automation Control > Networks Security & Infrastructure > Unsupported > Other Industrial Networks > DH485 - Serial/USB
4829	Automation Control > Networks Security & Infrastructure > Unsupported > Other Industrial Networks > DNP3
98	Automation Control > Networks Security & Infrastructure > Unsupported > Other Industrial Networks > Remote I/O
2989	Automation Control > Networks Security & Infrastructure > Unsupported > Other Industrial Networks > SERCOS Interface
97	Automation Control > Networks Security & Infrastructure > Unsupported > Profibus
93	Automation Control > Networks Security & Infrastructure > Unsupported > Remote Access Modems
103	Automation Control > Networks Security & Infrastructure > Unsupported > RSOPC Gateway
104	Automation Control > Networks Security & Infrastructure > Unsupported > RSPortal
105	Automation Control > Networks Security & Infrastructure > Unsupported > RSServer
106	Automation Control > Networks Security & Infrastructure > Unsupported > RSSnapshot
5577	Automation Control > Programmable Controllers
381	Automation Control > Programmable Controllers > 1747 SLC 500
2789	Automation Control > Programmable Controllers > 1747 SLC 500 > Chassis
2790	Automation Control > Programmable Controllers > 1747 SLC 500 > Comm Modules
2791	Automation Control > Programmable Controllers > 1747 SLC 500 > Power Supplies
2788	Automation Control > Programmable Controllers > 1747 SLC 500 > SLC Controllers
4673	Automation Control > Programmable Controllers > 1752 SmartGuard 600
369	Automation Control > Programmable Controllers > 1756 ControlLogix
2768	Automation Control > Programmable Controllers > 1756 ControlLogix > Chassis
2770	Automation Control > Programmable Controllers > 1756 ControlLogix > Comms Modules
275	Automation Control > Programmable Controllers > 1756 ControlLogix > ControlLogix Motion
2767	Automation Control > Programmable Controllers > 1756 ControlLogix > Extreme Environment Controllers
2771	Automation Control > Programmable Controllers > 1756 ControlLogix > Power Supplies
2769	Automation Control > Programmable Controllers > 1756 ControlLogix > Redundancy Modules
2766	Automation Control > Programmable Controllers > 1756 ControlLogix > Standard Controllers
2760	Automation Control > Programmable Controllers > 1756/5069 GuardLogix
1617	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L61S
1618	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L62S
1619	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L63S
4372	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L71S
4373	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L72S
4374	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L73S
4375	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L7SP
4886	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L81ES
4887	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L82ES
4888	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L83ES
4889	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L84ES
4890	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-L8SP
1620	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1756-LSP
4672	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 1769 Compact GuardLogix 5370
4968	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380
4984	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L306ERMS2
4991	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L3100ERMS2
4983	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L3100ERS2
4985	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L310ERMS2
4986	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L320ERMS2
4993	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L320ERMS2K
4992	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L320ERS2K
4987	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L330ERMS2
4995	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L330ERMS2K
4994	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L330ERS2K
4988	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L340ERMS2
4989	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L350ERMS2
4997	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L350ERMS2K
4996	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L350ERS2K
4990	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L380ERMS2
4982	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > 5069 Compact GuardLogix 5380 > 5069-L380ERS2
2763	Automation Control > Programmable Controllers > 1756/5069 GuardLogix > Integrated Safety System
375	Automation Control > Programmable Controllers > 1760 Pico/Pico GFX-70 Controller
2800	Automation Control > Programmable Controllers > 1760 Pico/Pico GFX-70 Controller > 1760 Pico Controllers
2802	Automation Control > Programmable Controllers > 1760 Pico/Pico GFX-70 Controller > Communications Modules
2803	Automation Control > Programmable Controllers > 1760 Pico/Pico GFX-70 Controller > Power Supplies
1452	Automation Control > Programmable Controllers > 1761 MicroLogix
371	Automation Control > Programmable Controllers > 1761 MicroLogix > 1761 MicroLogix 1000
373	Automation Control > Programmable Controllers > 1761 MicroLogix > 1762 MicroLogix 1200
372	Automation Control > Programmable Controllers > 1761 MicroLogix > 1763 MicroLogix 1100
374	Automation Control > Programmable Controllers > 1761 MicroLogix > 1764 MicroLogix 1500
726	Automation Control > Programmable Controllers > 1761 MicroLogix > 1766 MicroLogix 1400
2798	Automation Control > Programmable Controllers > 1761 MicroLogix > Communications Modules
2761	Automation Control > Programmable Controllers > 1768 GuardLogix
1621	Automation Control > Programmable Controllers > 1768 GuardLogix > 1768-L43S
1622	Automation Control > Programmable Controllers > 1768 GuardLogix > 1768-L45S
368	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix
2783	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > 1768 CompactLogix Controllers
2784	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > 1769 CompactLogix Controllers
2785	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > 1769 CompactLogix Controllers > 1769 CompactLogix 5370
6047	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > 1769 CompactLogix Controllers > 1769 CompactLogix 5370 > 1769-L33ER
5208	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > 1769 CompactLogix Controllers > 1769 CompactLogix L3x
4689	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > 5069 CompactLogix
2786	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > Communications Modules
627	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > CompactLogix Motion
2787	Automation Control > Programmable Controllers > 1768/1769/5069 CompactLogix > Power Supplies
5579	Automation Control > Programmable Controllers > Legacy
428	Automation Control > Programmable Controllers > Legacy > 1753 GuardPLC
2971	Automation Control > Programmable Controllers > Legacy > 1753 GuardPLC > GuardPLC 1200 Safety Controllers
2774	Automation Control > Programmable Controllers > Legacy > 1753 GuardPLC > GuardPLC 1600 Safety Controllers
2775	Automation Control > Programmable Controllers > Legacy > 1753 GuardPLC > GuardPLC 1800 Safety Controllers
2972	Automation Control > Programmable Controllers > Legacy > 1753 GuardPLC > GuardPLC 2000 Safety Controllers
2777	Automation Control > Programmable Controllers > Legacy > 1753 GuardPLC > GuardPLC OPC Server Software
430	Automation Control > Programmable Controllers > Legacy > 1753 GuardPLC > RSLogix Guard Plus (1753)
378	Automation Control > Programmable Controllers > Legacy > 1785 PLC-5
2780	Automation Control > Programmable Controllers > Legacy > 1785 PLC-5 > Chassis
2781	Automation Control > Programmable Controllers > Legacy > 1785 PLC-5 > Communications Modules
2779	Automation Control > Programmable Controllers > Legacy > 1785 PLC-5 > PLC-5 Controllers
2782	Automation Control > Programmable Controllers > Legacy > 1785 PLC-5 > Power Supplies
370	Automation Control > Programmable Controllers > Legacy > 1794 FlexLogix
5578	Automation Control > Programmable Controllers > Unsupported
2805	Automation Control > Programmable Controllers > Unsupported > 1758/1748 DataSite Controller
367	Automation Control > Programmable Controllers > Unsupported > AutoMax
376	Automation Control > Programmable Controllers > Unsupported > PLC2
377	Automation Control > Programmable Controllers > Unsupported > PLC3
379	Automation Control > Programmable Controllers > Unsupported > Pyramid Integrator
382	Automation Control > Programmable Controllers > Unsupported > RS - I/O AutoMate
383	Automation Control > Programmable Controllers > Unsupported > RS - I/O SHARK
380	Automation Control > Programmable Controllers > Unsupported > SLC100/150
966	Automation Control > Spectrum Controls
5581	Automation Control > Spectrum Controls > 1734sc Spectrum Controls
4786	Automation Control > Spectrum Controls > 1734sc Spectrum Controls > 1734sc-IE2CH
4787	Automation Control > Spectrum Controls > 1734sc Spectrum Controls > 1734sc-IE4CH
4788	Automation Control > Spectrum Controls > 1734sc Spectrum Controls > 1734sc-IF4U
4789	Automation Control > Spectrum Controls > 1734sc Spectrum Controls > 1734sc-OE2CIH
5582	Automation Control > Spectrum Controls > 1746sc Spectrum Controls
981	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-CTR4
982	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-CTR8
987	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-IA8I
988	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-IB8I
989	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-IC8I
990	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-IM8I
984	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-INI4I
983	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-INI4VI
986	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-INO4I
985	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-INO4VI
980	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-NI8U
991	Automation Control > Spectrum Controls > 1746sc Spectrum Controls > 1746sc-OAP8I
5583	Automation Control > Spectrum Controls > 1756sc Spectrum Controls
967	Automation Control > Spectrum Controls > 1756sc Spectrum Controls > 1756sc-CTR8
971	Automation Control > Spectrum Controls > 1756sc Spectrum Controls > 1756sc-IF8H
970	Automation Control > Spectrum Controls > 1756sc Spectrum Controls > 1756sc-IF8U
975	Automation Control > Spectrum Controls > 1756sc Spectrum Controls > 1756sc-OF8H
5584	Automation Control > Spectrum Controls > 1762sc Spectrum Controls
4376	Automation Control > Spectrum Controls > 1762sc Spectrum Controls > 1762sc-IF4OF4
977	Automation Control > Spectrum Controls > 1762sc Spectrum Controls > 1762sc-IF8U
1927	Automation Control > Spectrum Controls > 1762sc Spectrum Controls > 1762sc-OF8
5585	Automation Control > Spectrum Controls > 1769sc Spectrum Controls
973	Automation Control > Spectrum Controls > 1769sc Spectrum Controls > 1769sc-IF4IH
976	Automation Control > Spectrum Controls > 1769sc Spectrum Controls > 1769sc-IF8U
4795	Automation Control > Spectrum Controls > 1769sc Spectrum Controls > 1769sc-IR6I
4796	Automation Control > Spectrum Controls > 1769sc Spectrum Controls > 1769sc-IT6I
974	Automation Control > Spectrum Controls > 1769sc Spectrum Controls > 1769sc-OF4IH
5586	Automation Control > Spectrum Controls > 1771sc Spectrum Controls
994	Automation Control > Spectrum Controls > 1771sc Spectrum Controls > 1771sc-ICI16
992	Automation Control > Spectrum Controls > 1771sc Spectrum Controls > 1771sc-IFE32
993	Automation Control > Spectrum Controls > 1771sc Spectrum Controls > 1771sc-IMI16
995	Automation Control > Spectrum Controls > 1771sc Spectrum Controls > 1771sc-OMI16
5587	Automation Control > Spectrum Controls > 1794sc Spectrum Controls
978	Automation Control > Spectrum Controls > 1794sc Spectrum Controls > 1794sc-IF8Iu
979	Automation Control > Spectrum Controls > 1794sc Spectrum Controls > 1794sc-IRT8I
5588	Automation Control > Spectrum Controls > 2080sc Spectrum Controls
4800	Automation Control > Spectrum Controls > 2080sc Spectrum Controls > 2080sc-BAC
4797	Automation Control > Spectrum Controls > 2080sc Spectrum Controls > 2080sc-IF4U
4799	Automation Control > Spectrum Controls > 2080sc Spectrum Controls > 2080sc-NTC
4798	Automation Control > Spectrum Controls > 2080sc Spectrum Controls > 2080sc-OW2IHC
5589	Automation Control > Spectrum Controls > 2085sc Spectrum Controls
4804	Automation Control > Spectrum Controls > 2085sc Spectrum Controls > 2085sc-IF16C
4803	Automation Control > Spectrum Controls > 2085sc Spectrum Controls > 2085sc-IF16V
4807	Automation Control > Spectrum Controls > 2085sc Spectrum Controls > 2085sc-IF4OF4
4801	Automation Control > Spectrum Controls > 2085sc Spectrum Controls > 2085sc-IF8U
4805	Automation Control > Spectrum Controls > 2085sc Spectrum Controls > 2085sc-OB32
4802	Automation Control > Spectrum Controls > 2085sc Spectrum Controls > 2085sc-OF8
4806	Automation Control > Spectrum Controls > 2085sc Spectrum Controls > 2085sc-OV32
5590	Automation Control > Spectrum Controls > 2706P Spectrum Controls
196	Automation Control > Spectrum Controls > 2706P Spectrum Controls > InView
5591	Automation Control > Spectrum Controls > Spectrum POINT I/O
4749	Automation Control > Studio 5000 Application Code Manager (ACM)
5562	Automation Control > Studio 5000 Application Code Manager (ACM) > Installing Studio 5000 Application Code Manager (ACM)
5563	Automation Control > Studio 5000 Application Code Manager (ACM) > Using ACM with ControlLogix/CompactLogix
5564	Automation Control > Studio 5000 Application Code Manager (ACM) > Using ACM with FactoryTalk Alarms and Events
5565	Automation Control > Studio 5000 Application Code Manager (ACM) > Using ACM with FactoryTalk Historian
5542	Component Class
6488	Component Class > CC Component Class Transfer
6489	Component Class > CC Component Class Transfer > CC Component Class Transfer
15	Component Class > Circuit & Load Protection
4448	Component Class > Circuit & Load Protection > 1692/1694 Electronic Circuit Protection
635	Component Class > Circuit & Load Protection > 4983 Surge and Filter Protection
4457	Component Class > Circuit & Load Protection > 809/813/814/817 Monitoring Relays
243	Component Class > Circuit Breakers
4435	Component Class > Circuit Breakers > 140G/140U/140UT Circuit Breakers
4439	Component Class > Circuit Breakers > 140M/140MG/140MP/140MT Circuit Breakers
2955	Component Class > Circuit Breakers > 1492RCDA Residual Current Devices
6434	Component Class > Circuit Breakers > 188/189/1489/1492 Miniature Circuit Breakers
1934	Component Class > Connected Components Workbench
5558	Component Class > Connected Components Workbench > Installing CCW
5561	Component Class > Connected Components Workbench > Using CCW with Component Class Drives
5559	Component Class > Connected Components Workbench > Using CCW with Micro800 Controllers
5560	Component Class > Connected Components Workbench > Using CCW with PanelView Component Terminals
4476	Component Class > Connection Devices
4478	Component Class > Connection Devices > Cordsets & Field Attachables
4482	Component Class > Connection Devices > Cordsets & Field Attachables > AC Micro Connection Systems
4483	Component Class > Connection Devices > Cordsets & Field Attachables > Cable Spools
4484	Component Class > Connection Devices > Cordsets & Field Attachables > DC Micro (M12) Connection Systems
4485	Component Class > Connection Devices > Cordsets & Field Attachables > DIN Valve Connection Systems
4486	Component Class > Connection Devices > Cordsets & Field Attachables > EAC Micro Connection Systems
4487	Component Class > Connection Devices > Cordsets & Field Attachables > IDC Connection Devices
4488	Component Class > Connection Devices > Cordsets & Field Attachables > M23 Connection Systems
4489	Component Class > Connection Devices > Cordsets & Field Attachables > Mini Connection Systems
4490	Component Class > Connection Devices > Cordsets & Field Attachables > Mini-Plus Connection Systems
4491	Component Class > Connection Devices > Cordsets & Field Attachables > Pico (M8) Connection Systems
4479	Component Class > Connection Devices > Network Media
2985	Component Class > Connection Devices > Network Media > ControlNet Media
2988	Component Class > Connection Devices > Network Media > DeviceNet Media
4492	Component Class > Connection Devices > Network Media > DeviceNet Media > DeviceNet Flat Media
4493	Component Class > Connection Devices > Network Media > DeviceNet Media > DeviceNet Round Media
3003	Component Class > Connection Devices > Network Media > Ethernet Network Media
4494	Component Class > Connection Devices > Network Media > Ethernet Network Media > Ethernet Cable Spools
4495	Component Class > Connection Devices > Network Media > Ethernet Network Media > In-cabinet (RJ45) Connectors
4496	Component Class > Connection Devices > Network Media > Ethernet Network Media > On-Machine (M12 and Variant 1) Cables
4480	Component Class > Connection Devices > Power Media
4497	Component Class > Connection Devices > Power Media > Auxiliary Power Media
4498	Component Class > Connection Devices > Power Media > Auxiliary Power Media > 1485 DeviceNet Connectors and DevicePort
4499	Component Class > Connection Devices > Power Media > Auxiliary Power Media > Devicenet Network and Communication
4481	Component Class > Connection Devices > Safety Connection Systems
440	Component Class > Connection Devices > Safety Connection Systems > 888/889 Cordsets & Patchcords
2479	Component Class > Connection Devices > Safety Connection Systems > 888/889 Distribution Boxes
4510	Component Class > Connection Devices > Safety Connection Systems > 898 Safety Wired Distribution Boxes
2149	Component Class > Control, Drum & Load Switches
6379	Component Class > Control, Drum & Load Switches > 194C/194E/194L/1494E Control & Load Switches
2147	Component Class > Control, Drum & Load Switches > 350/365 Drum Switches
242	Component Class > Disconnect Switches & Fuse Holders
4443	Component Class > Disconnect Switches & Fuse Holders > 140F/1491/1492-FB Fuse Blocks & Holders
4447	Component Class > Disconnect Switches & Fuse Holders > 1494C/1494F/1494R/1494U/1494V Disconnect Switches
4445	Component Class > Disconnect Switches & Fuse Holders > 1494G/1494H Disconnect Switches
2173	Component Class > Disconnect Switches & Fuse Holders > 194R/194U Disconnect Switches
442	Component Class > Encoders
4523	Component Class > Encoders > 842/843/844/845/846/847 Encoders & Resolvers
5664	Component Class > Energy Monitoring
3039	Component Class > Energy Monitoring > 1608 i-Sense Voltage Monitor and i-Grid Server
6422	Component Class > Ethernet/IP In-cabinet System
6426	Component Class > Ethernet/IP In-cabinet System > 100-E-INTL/104-E-INTL/800F-INTL Interfaces
6425	Component Class > Ethernet/IP In-cabinet System > 1486-CBL Cables/1486-CON Connectors
6424	Component Class > Ethernet/IP In-cabinet System > 1834 Power Tap
6423	Component Class > Ethernet/IP In-cabinet System > 1834-AENTR Gateway
6235	Component Class > GuardLink Products
6236	Component Class > GuardLink Products > 400S/440S GuardLink Cables & Taps
6453	Component Class > GuardLink Products > 432ES-IG3 GuardLink EtherNet/IP
36	Component Class > Lighting Control
4520	Component Class > Lighting Control > 100L/500LC/500LG Lighting Contactors
4519	Component Class > Lighting Control > 500FL/500L/500LP Lighting Contactors
4518	Component Class > Lighting Control > 502L/503L Lighting Contactors
2163	Component Class > Low Voltage Contactors
2164	Component Class > Low Voltage Contactors > 100-A/100-C/100-NX/104-A/104-C/104-NX Contactors
2165	Component Class > Low Voltage Contactors > 100-B/100-D/100-E/100-G/104-B/104-D Contactors
2718	Component Class > Low Voltage Contactors > 100-K/100-M/100-Q/104-K/104-M Contactors
2172	Component Class > Low Voltage Contactors > 1100/1102C/1104/1104C Contactors
2647	Component Class > Low Voltage Contactors > 156-A/156-B/156-C Contactors
4549	Component Class > Low Voltage Contactors > 300/304/500/500F/500PM Contactors
4541	Component Class > Low Voltage Contactors > 302/303/502/503 Contactors
2171	Component Class > Low Voltage Contactors > 400/400-DP/404/405/409 Contactors
2170	Component Class > Low Voltage Contactors > 702/702L/702PM Contactors
2226	Component Class > Low Voltage Soft Starters
2229	Component Class > Low Voltage Soft Starters > 150 SMC-2/SMC Plus/SMC Dialog Plus
4607	Component Class > Low Voltage Soft Starters > 150C/152C/153C SMC-3 Soft Starters
2230	Component Class > Low Voltage Soft Starters > 150D SMC Delta/150YD Wye Delta
2219	Component Class > Low Voltage Soft Starters > 150DP/150-E SMC Elevator Soft Starters
4606	Component Class > Low Voltage Soft Starters > 150F/152F/153F SMC-Flex Soft Starters
4605	Component Class > Low Voltage Soft Starters > 150S/152S/153S SMC-50 Soft Starters
2231	Component Class > Low Voltage Soft Starters > 154 STC
5660	Component Class > Low Voltage Starters
2248	Component Class > Low Voltage Starters > 100-DNY DSA Auxiliary
2233	Component Class > Low Voltage Starters > 103/107/140/190/191 Starters
6433	Component Class > Low Voltage Starters > 105/106/109/112/113 Starters
4583	Component Class > Low Voltage Starters > 1232/1233 Pump Panels
2255	Component Class > Low Voltage Starters > 1242/1243/1272/1273/1282/1283 Starters
464	Component Class > Low Voltage Starters > 1409 Ground Fault Relay/1410 Motor Winding Heaters
2267	Component Class > Low Voltage Starters > 141A/141C/MCS Star Bus Bar System
4579	Component Class > Low Voltage Starters > 305/309/505/509/520/600/609/1109 Starters
5979	Component Class > Low Voltage Starters > 306/307/312/313 Starters
2671	Component Class > Low Voltage Starters > 506/507/512/513 Starters
2720	Component Class > Low Voltage Starters > 522/523 Starters
2252	Component Class > Low Voltage Starters > 530/540/570 Starters
4574	Component Class > Low Voltage Starters > 532/533/542/543/572/573 Starters
6329	Component Class > Low Voltage Starters > 646/705/709/715/746 Starters
6328	Component Class > Low Voltage Starters > 712/713/716 Starters
6330	Component Class > Low Voltage Starters > M100, M105, M109 Starters
1761	Component Class > Micro800
5592	Component Class > Micro800 > Micro800 Controllers
2792	Component Class > Micro800 > Micro800 Controllers > Micro810 Controllers
3058	Component Class > Micro800 > Micro800 Controllers > Micro820 Controllers
2793	Component Class > Micro800 > Micro800 Controllers > Micro830 Controllers
2794	Component Class > Micro800 > Micro800 Controllers > Micro850 Controllers
4947	Component Class > Micro800 > Micro800 Controllers > Micro870 Controllers
5593	Component Class > Micro800 > Micro800 Modules
2795	Component Class > Micro800 > Micro800 Modules > Micro800 Plug-in Modules
3059	Component Class > Micro800 > Micro800 Modules > Micro850 Expansion I/O Modules
5598	Component Class > Motor Control
2708	Component Class > Motor Control > 198E/598/800H Enclosures
4451	Component Class > Overload Relays
6378	Component Class > Overload Relays > 193-1EE/193-1EF/592-1EF E100 Overload Relays
6377	Component Class > Overload Relays > 193-A/193-B/193-C/592-A/592-B/592-C SMP Overload relays
2198	Component Class > Overload Relays > 193-BS/193-CP/193-DP/193-FP/193-GP/193-HP Overload Relays
5047	Component Class > Overload Relays > 193-E/193S-E/592-E/592S-E E1 Plus Overload Relays
2196	Component Class > Overload Relays > 193-EA/193-EB/193-ES Overload Relays
4450	Component Class > Overload Relays > 193-K/193-M/193-T Overload Relays
4454	Component Class > Overload Relays > 193/592 E200/E300 Overload Relays
4453	Component Class > Overload Relays > 193/592 E3/E3 Plus Overload Relays
4455	Component Class > Overload Relays > 592/593 Overload Relays & Heater Elements
6428	Component Class > Overload Relays > 810/815/816 Overload Relays
4456	Component Class > Overload Relays > 825-M Smart Motor Manager/825-P/1406 Motor Protectors
46	Component Class > Power Supplies & UPS
356	Component Class > Power Supplies & UPS > 1497 Control Circuit Transformers
